true_label,pred_label,pred_prob
Mitochondria,Mitochondria,0.7320906668901443
Mitochondria,Mitochondria,0.9087437838315964
Mitochondria,Mitochondria,0.9041818380355835
Mitochondria,Mitochondria,0.8824110329151154
Mitochondria,Mitochondria,0.8637872487306595
Mitochondria,Mitochondria,0.82056924700737
Mitochondria,Mitochondria,0.930971771478653
Mitochondria,Mitochondria,0.9058301001787186
Mitochondria,Mitochondria,0.5807872116565704
Mitochondria,Mitochondria,0.8094021379947662
Mitochondria,Mitochondria,0.8810275048017502
Mitochondria,Mitochondria,0.845416709780693
Mitochondria,Mitochondria,0.884046733379364
Mitochondria,Mitochondria,0.9279936999082565
Mitochondria,Mitochondria,0.9285011738538742
Mitochondria,Mitochondria,0.8328305184841156
Mitochondria,Mitochondria,0.8319007903337479
Mitochondria,Mitochondria,0.8902095556259155
Mitochondria,Mitochondria,0.8089117258787155
Mitochondria,Mitochondria,0.8584081381559372
Mitochondria,Mitochondria,0.9000172913074493
Mitochondria,Mitochondria,0.64162477850914
Mitochondria,Mitochondria,0.8686602413654327
Mitochondria,Mitochondria,0.88931904733181
Mitochondria,Mitochondria,0.7803270071744919
Mitochondria,Mitochondria,0.6843390837311745
Mitochondria,Mitochondria,0.8927836418151855
Mitochondria,Mitochondria,0.692342959344387
Mitochondria,Mitochondria,0.8070959597826004
Mitochondria,Mitochondria,0.9055917263031006
Mitochondria,Mitochondria,0.544529989361763
Mitochondria,Mitochondria,0.7915077060461044
Mitochondria,Mitochondria,0.889027550816536
Mitochondria,Mitochondria,0.8617790639400482
Mitochondria,Mitochondria,0.8388025909662247
Mitochondria,Mitochondria,0.9322641044855118
Mitochondria,Mitochondria,0.8214283436536789
Mitochondria,Mitochondria,0.7611573189496994
Mitochondria,Mitochondria,0.8993383646011353
Mitochondria,Mitochondria,0.7197791263461113
Cytosol,Cytosol,0.9984917640686035
Cytosol,Cytosol,0.9960802495479584
Cytosol,Cytosol,0.9471101611852646
Cytosol,Cytosol,0.5514700822532177
Cytosol,Cytosol,0.9834621101617813
Cytosol,Cytosol,0.9937092214822769
Cytosol,Cytosol,0.9980649948120117
Cytosol,Cytosol,0.9999092668294907
Cytosol,Cytosol,0.6003892254084349
Cytosol,Cytosol,0.9625659584999084
Cytosol,Cytosol,0.8813472762703896
Chromatin,Chromatin,0.971965879201889
Chromatin,Chromatin,0.5390315130352974
Chromatin,Chromatin,0.9801725596189499
Chromatin,Chromatin,0.9818209409713745
Chromatin,Chromatin,0.9087703078985214
Chromatin,Chromatin,0.9894151091575623
