true_label,pred_label,pred_prob
ER,ER,0.7013862654566765
ER,Golgi,0.25827106460928917
ER,ER,0.6416881307959557
ER,ER,0.6985650435090065
ER,ER,0.4675851874053478
ER,PM,0.5070440843701363
ER,ER,0.6809753179550171
ER,ER,0.5689982548356056
ER,ER,0.47270265966653824
ER,ER,0.736523412168026
ER,ER,0.7951855137944221
ER,PM,0.6212538927793503
ER,ER,0.6855227649211884
Vacuole,Ribosome,0.6980830021202564
Vacuole,Vacuole,0.7175020202994347
Vacuole,Vacuole,0.6713562235236168
Ribosome,Ribosome,0.7395224310457706
Ribosome,PM,0.45804818347096443
Ribosome,PM,0.42626360803842545
Ribosome,Ribosome,0.4177909418940544
Ribosome,Ribosome,0.6156676486134529
Ribosome,Ribosome,0.5442113187164068
PM,ER,0.6107850149273872
PM,PM,0.46539852023124695
PM,ER,0.5719179436564445
PM,PM,0.5985007211565971
PM,ER,0.733896516263485
PM,PM,0.6266375035047531
Cytosol,Cytosol,0.8434510827064514
Cytosol,Cytosol,0.7493795454502106
Cytosol,Plastid,0.5515177547931671
Mitochondrion,Mitochondrion,0.47131092473864555
Mitochondrion,Mitochondrion,0.715433269739151
Mitochondrion,Plastid,0.4617084413766861
Mitochondrion,Mitochondrion,0.8371401429176331
Mitochondrion,Plastid,0.6512694358825684
Mitochondrion,Mitochondrion,0.6991209611296654
Mitochondrion,Plastid,0.6988845393061638
Mitochondrion,Mitochondrion,0.6262218654155731
Mitochondrion,Plastid,0.6038358397781849
Mitochondrion,Mitochondrion,0.6709577515721321
Mitochondrion,Mitochondrion,0.7546655833721161
Golgi,Golgi,0.9219464659690857
Golgi,Golgi,0.9631896466016769
Golgi,Golgi,0.9637688547372818
Golgi,Golgi,0.9749171733856201
Golgi,Golgi,0.9319069534540176
Golgi,Golgi,0.7003900036215782
Plastid,Cytosol,0.486442718654871
Plastid,Plastid,0.6695424541831017
Plastid,Mitochondrion,0.6778255179524422
Plastid,Golgi,0.7416438609361649
Plastid,Plastid,0.7010149359703064
Plastid,Plastid,0.7848304435610771
Plastid,Golgi,0.4530942142009735
