cv_index,true_label,pred_label,pred_prob
5.0,RIBOSOME,RIBOSOME,0.8507402539253235
3.0,RIBOSOME,RIBOSOME,0.9710691571235657
4.0,RIBOSOME,RIBOSOME,0.9984142780303955
4.0,ER,ER,0.9475104808807373
4.0,NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9998660087585449
3.0,MITOCHONDRION,MITOCHONDRION,0.9999417066574097
4.0,RIBOSOME,RIBOSOME,0.997975766658783
5.0,ER,ER,0.5525607466697693
1.0,PROTEASOME,PROTEASOME,0.9997808337211609
2.0,RIBOSOME,RIBOSOME,0.9314349889755249
1.0,RIBOSOME,RIBOSOME,0.998160183429718
1.0,CYTOSOL,CYTOSOL,0.9999628067016602
3.0,RIBOSOME,RIBOSOME,0.9508874416351318
4.0,MITOCHONDRION,MITOCHONDRION,0.9993689656257629
2.0,ER,ER,0.8439807891845703
4.0,RIBOSOME,RIBOSOME,0.9966884255409241
2.0,NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9999860525131226
3.0,RIBOSOME,RIBOSOME,0.9486445784568787
1.0,CYTOSOL,CYTOSOL,0.9999686479568481
1.0,ER,ER,0.992563784122467
3.0,PROTEASOME,PROTEASOME,0.9926961660385132
2.0,ER,ER,0.8904919624328613
3.0,RIBOSOME,RIBOSOME,0.9862120151519775
5.0,MITOCHONDRION,MITOCHONDRION,0.548488974571228
3.0,PROTEASOME,PROTEASOME,0.9914606809616089
4.0,PROTEASOME,PROTEASOME,0.9892003536224365
2.0,ER,ER,0.9736477136611938
1.0,PROTEASOME,PROTEASOME,0.9998276233673096
1.0,RIBOSOME,RIBOSOME,0.9991080164909363
1.0,RIBOSOME,RIBOSOME,0.998863935470581
3.0,RIBOSOME,RIBOSOME,0.9869286417961121
5.0,RIBOSOME,RIBOSOME,0.8713046908378601
1.0,MITOCHONDRION,MITOCHONDRION,0.9999812841415405
1.0,ER,ER,0.9910477995872498
3.0,RIBOSOME,RIBOSOME,0.97230464220047
4.0,CYTOSOL,CYTOSOL,0.9998949766159058
1.0,ER,ER,0.9931094646453857
4.0,MITOCHONDRION,MITOCHONDRION,0.9996564388275146
2.0,PROTEASOME,PROTEASOME,0.9994577765464783
4.0,RIBOSOME,RIBOSOME,0.9868703484535217
1.0,PM,PM,0.9995513558387756
3.0,RIBOSOME,RIBOSOME,0.9793304800987244
5.0,PROTEASOME,PROTEASOME,0.6440383791923523
4.0,ER,ER,0.9225919246673584
3.0,ER,ER,0.9692758917808533
1.0,RIBOSOME,RIBOSOME,0.9986817240715027
2.0,RIBOSOME,RIBOSOME,0.97728031873703
4.0,PROTEASOME,PROTEASOME,0.9950113296508789
3.0,ER,ER,0.9740583300590515
3.0,PM,PM,0.9917566776275635
4.0,ER,ER,0.9397129416465759
4.0,RIBOSOME,RIBOSOME,0.9971044659614563
1.0,ER,ER,0.9926109910011292
5.0,RIBOSOME,RIBOSOME,0.8486199975013733
3.0,PROTEASOME,PROTEASOME,0.9918734431266785
3.0,MITOCHONDRION,MITOCHONDRION,0.9998193383216858
2.0,RIBOSOME,RIBOSOME,0.9445601105690002
3.0,GA,GA,0.9502172470092773
5.0,MITOCHONDRION,MITOCHONDRION,0.6695820093154907
4.0,ER,ER,0.9587739706039429
5.0,RIBOSOME,RIBOSOME,0.8728771805763245
5.0,MITOCHONDRION,MITOCHONDRION,0.7659916281700134
4.0,RIBOSOME,RIBOSOME,0.9974258542060852
2.0,RIBOSOME,RIBOSOME,0.8441694378852844
5.0,PM,PM,0.5406377911567688
1.0,RIBOSOME,RIBOSOME,0.998727023601532
1.0,CYTOSOL,CYTOSOL,0.9999638795852661
3.0,RIBOSOME,RIBOSOME,0.9356119632720947
1.0,MITOCHONDRION,MITOCHONDRION,0.9575883746147156
4.0,ER,ER,0.9410784840583801
2.0,RIBOSOME,RIBOSOME,0.9626358151435852
4.0,CYTOSOL,CYTOSOL,0.999387264251709
5.0,RIBOSOME,RIBOSOME,0.8651279807090759
2.0,MITOCHONDRION,MITOCHONDRION,0.9998921155929565
2.0,RIBOSOME,RIBOSOME,0.9084360003471375
5.0,RIBOSOME,RIBOSOME,0.8733776211738586
5.0,NUCLEUS/CHROMATIN,NUCLEUS/CHROMATIN,0.9133947491645813
1.0,PROTEASOME,PROTEASOME,0.9999485015869141
1.0,RIBOSOME,RIBOSOME,0.9989094734191895
3.0,PM,PM,0.9902974963188171
2.0,RIBOSOME,RIBOSOME,0.9790365099906921
