Protein_ID,Cytosol,ER,Golgi,Mitochondrion,PM,Plastid,Ribosome,Vacuole,score,pred,cutoff,toppred
AT1G78900,0.001401974936015904,0.0168388556339778,0.002191444771597162,0.004068732312589418,0.0974350037286058,0.002248948105261661,0.1843476896174252,0.6914673373103142,0.6914673373103142,Vacuole,0.848685085773468,unknown
AT5G53560,0.000418745904937623,0.8924263119697571,0.0005226282437433838,0.00039569098248648515,0.09582106024026871,0.0008183039144569193,0.009150641995802289,0.0004465712117962539,0.8924263119697571,ER,0.848685085773468,ER
AT4G38510,0.00032282164193020435,0.0016651285950501915,0.0004251445234331186,0.0012222829172969796,0.05076199315971053,0.000803821219051315,0.00839942267339211,0.9363994002342224,0.9363994002342224,Vacuole,0.848685085773468,Vacuole
AT1G18210,0.0016831386092235334,0.23880913108587265,0.002590135089121759,0.0028450601457734592,0.10955954703968018,0.002309318268089555,0.6163649931550026,0.02583870227681473,0.6163649931550026,Ribosome,0.848685085773468,unknown
AT3G49870,4.0642656131240074e-05,0.0004172983110493078,0.00012188390354594958,0.0002611466850339639,0.012272147420738122,8.969956445525895e-05,0.002660209536770708,0.9841369837522507,0.9841369837522507,Vacuole,0.848685085773468,Vacuole
AT5G67560,0.00023330902922680252,0.00889928572178178,6.002511415204026e-05,0.001056061166764266,0.01870544131415386,0.00019308892211711282,0.24164513748837635,0.729207644239068,0.729207644239068,Vacuole,0.848685085773468,unknown
AT1G74020,0.024709892109967768,0.3201656090095639,0.027129607275128365,0.031163992127403617,0.32753092981874943,0.22038793843239546,0.03947428928222507,0.009437705564778298,0.32753092981874943,PM,0.848685085773468,unknown
AT5G09810,0.3775441013276577,0.06738877855241299,0.004798548819962889,0.12811811128631234,0.1036037178710103,0.1472174972295761,0.12905439920723438,0.042274835519492626,0.3775441013276577,Cytosol,0.848685085773468,unknown
AT2G21160,0.003468941416940652,0.5638436675071716,0.0025449618260608986,0.0029042055175523274,0.359359435737133,0.004801766073796898,0.05923606548458338,0.00384088431019336,0.5638436675071716,ER,0.848685085773468,unknown
AT4G11150,0.0002355323467782,0.0168934611720033,0.0005516548831110413,0.0014783878141315654,0.08833978422717337,0.005223180188750121,0.0849753568181768,0.8023026287555695,0.8023026287555695,Vacuole,0.848685085773468,unknown
AT3G16460,0.011489888071082532,0.049693331588059664,0.0072685982449911535,0.014491930429358035,0.26633653696626425,0.014193859358783811,0.5728351026773453,0.06369076995179057,0.5728351026773453,Ribosome,0.848685085773468,unknown
AT1G12840,0.00016771969421824906,0.0007243146128530498,0.00016926643252190843,0.0009453824059164617,0.012844817621328275,0.0003696493172355986,0.009062921482836828,0.9757158607244492,0.9757158607244492,Vacuole,0.848685085773468,Vacuole
AT3G16450,0.4236917458474636,0.04819885501638055,0.00841151864733547,0.16858047898858786,0.13542899955064058,0.1029763538390398,0.07692571450024843,0.03578633489087224,0.4236917458474636,Cytosol,0.848685085773468,unknown
AT3G28710,9.335649019703851e-05,0.00041289911496278364,8.44008119429418e-05,0.0005541221808016417,0.014287290037600542,0.00013203490470914403,0.16765708732418716,0.8167788088321686,0.8167788088321686,Vacuole,0.848685085773468,unknown
AT5G66680,0.0006908099003339885,0.6947232261300087,0.0015444114942511078,0.0007372633854174637,0.28933826833963394,0.0013753680032095872,0.011155039286677493,0.0004356700683274539,0.6947232261300087,ER,0.848685085773468,unknown
AT3G28715,9.916686576616485e-05,0.0004491943016091682,8.186980244317965e-05,0.0005893385914532701,0.01644718771922271,0.00014211234156391583,0.12713467213325202,0.8550564348697662,0.8550564348697662,Vacuole,0.848685085773468,Vacuole
AT3G09440,0.6870856732130051,0.05045955674722791,0.003294634516350925,0.08460016653407365,0.041739797219634056,0.11062924144789577,0.01516813860507682,0.007022766396403313,0.6870856732130051,Cytosol,0.848685085773468,unknown
AT1G77510,0.00413291621953249,0.4229984562844038,0.0038366811713785864,0.0059992168680764735,0.1491245852666907,0.006566032257978804,0.3145986422896385,0.09274353785440326,0.4229984562844038,ER,0.848685085773468,unknown
AT5G02500,0.6478521302342415,0.039626982528716326,0.0033770111622288823,0.08443628915119916,0.05799798830412328,0.14646347425878048,0.01058052759617567,0.009665641468018293,0.6478521302342415,Cytosol,0.848685085773468,unknown
AT3G18820,0.00028229111285327235,0.00296625751798274,0.0007683631038162275,0.0017877735654110438,0.040141439327271655,0.0005674379090123693,0.8236286789178848,0.12985777866560966,0.8236286789178848,Ribosome,0.848685085773468,unknown
AT4G36750,0.003015866648638621,0.08450642880052328,0.003873663634294644,0.006809614162193611,0.1427561704767868,0.005220603168709204,0.5296893231570721,0.2241283026523888,0.5296893231570721,Ribosome,0.848685085773468,unknown
AT2G30930,7.246085829137883e-05,0.0007150660076149506,7.863615439873683e-05,0.0004001094791874493,0.015984042185351655,0.00017022315739723126,0.009990713082515867,0.9725887626409531,0.9725887626409531,Vacuole,0.848685085773468,Vacuole
AT1G52280,0.0011229537485633045,0.004067153575306293,0.0008961764797277283,0.0045506173046305776,0.01778365831614792,0.0013945736391178798,0.3110465407371521,0.6591383516788483,0.6591383516788483,Vacuole,0.848685085773468,unknown
AT1G77120,0.9560020416975021,0.0017711171312839724,6.988892346271314e-05,0.01596368902391987,0.004771410924149677,0.019902244908735156,0.0006934160010132473,0.0008262452829512767,0.9560020416975021,Cytosol,0.848685085773468,Cytosol
AT3G25220,0.002197346247612586,0.7188388556241989,0.0021581717155640945,0.0025283860977651784,0.10200961283408105,0.0027863774757861393,0.14791976322885603,0.021561483123150538,0.7188388556241989,ER,0.848685085773468,unknown
AT1G07920,0.0284812250174582,0.12466865312308073,0.012460789293982089,0.08270744374021888,0.540535144507885,0.0899229347705841,0.1040009455755353,0.017222892260178924,0.540535144507885,PM,0.848685085773468,unknown
AT2G31390,0.9762815684080124,0.0003503658554109279,1.725242390193671e-05,0.002587231831967074,0.0013059466728009284,0.019200572627596557,0.00012918850370624568,0.00012795001839549514,0.9762815684080124,Cytosol,0.848685085773468,Cytosol
AT5G62690,0.011815972276963294,0.26190653070807457,0.011851664283312857,0.01677725894842297,0.586757592856884,0.021772305946797132,0.07881054002791643,0.010308114404324442,0.586757592856884,PM,0.848685085773468,unknown
AT3G19820,0.0015273219323717058,0.020861495286226273,0.0019919310088880593,0.0034090120607288554,0.2600362734920054,0.002981363511935342,0.054656246211379766,0.6545363254845142,0.6545363254845142,Vacuole,0.848685085773468,unknown
AT3G16420,0.7031029313802719,0.0076573535916395485,0.0012391313211992383,0.06561382813379169,0.02442994632292539,0.1906136106699705,0.0035494896001182497,0.0037936738808639348,0.7031029313802719,Cytosol,0.848685085773468,unknown
AT3G42050,6.976489498811134e-05,0.0005190385786590923,0.00018584985173220048,0.0004359940594440559,0.021804625942770883,0.0001567321411357625,0.004377054479846265,0.9724509119987488,0.9724509119987488,Vacuole,0.848685085773468,Vacuole
AT4G21150,0.001839319011196494,0.6545160189270973,0.004967488959664479,0.0017277381739404518,0.3192492537200451,0.0038601808628300205,0.012590104422997683,0.0012498838659666944,0.6545160189270973,ER,0.848685085773468,unknown
AT5G41290,0.0006244148328278243,0.7855203151702881,0.0071578665665583685,0.0013317615157575347,0.10733656771481037,0.002084806390485028,0.0875326797249727,0.008411535522100166,0.7855203151702881,ER,0.848685085773468,unknown
AT2G29550,0.022339733433909714,0.1261440897360444,0.002845829090801999,0.03738634241744876,0.1954594012349844,0.04591668536886573,0.5551709160208702,0.014737020013853908,0.5551709160208702,Ribosome,0.848685085773468,unknown
AT5G62200,0.0001382019479478913,0.0015858768729231087,0.0003595872688038071,0.0006417571248675813,0.08839051574658185,0.000516963324344033,0.0033880118953675264,0.9049790948629379,0.9049790948629379,Vacuole,0.848685085773468,Vacuole
AT5G02490,0.1552987564355135,0.021149785083252937,0.0018646761927811895,0.3731578141450882,0.015461079776287079,0.3334302045404911,0.09713033225852996,0.002507350262021646,0.3731578141450882,Mitochondrion,0.848685085773468,unknown
AT1G75780,0.0028952069211314324,0.8188126161694527,0.06016675883438438,0.010651075570876856,0.029716563469264656,0.053370965358226385,0.0154594740115499,0.008927328678225877,0.8188126161694527,ER,0.848685085773468,unknown
AT5G54500,0.008219785639084876,0.25764727871865034,0.00220797177280474,0.02599819703027606,0.3865421377122402,0.03465749136375962,0.25554776191711426,0.029179329314501956,0.3865421377122402,PM,0.848685085773468,unknown
AT1G56330,0.0005880760065801738,0.924956426024437,0.0004232605948133461,0.0005791261068313347,0.013748901867074892,0.0029306050845150367,0.05441574796060422,0.0023578463153515195,0.924956426024437,ER,0.848685085773468,ER
AT5G44340,0.08988568466156721,0.14862925186753273,0.010211642947979271,0.08871066477149725,0.2797983456403017,0.18123861774802208,0.16775384545326233,0.03377194795757532,0.2797983456403017,PM,0.848685085773468,unknown
AT3G55440,0.23895631171762943,0.09470000094734132,0.04385341261513531,0.348584737861529,0.020990709133911878,0.23209459334611893,0.01177986069524195,0.009040365897817537,0.348584737861529,Mitochondrion,0.848685085773468,unknown
AT4G20890,0.006257543951505795,0.4914633631706238,0.005410362267866731,0.025643681874498725,0.38357239961624146,0.03715561737772077,0.04707784470519982,0.0034191776940133423,0.4914633631706238,ER,0.848685085773468,unknown
AT1G11580,0.07328859996050596,0.08104890142567456,0.01200711668934673,0.05209959438070655,0.35164084285497665,0.07397276349365711,0.30667465180158615,0.049267531372606754,0.35164084285497665,PM,0.848685085773468,unknown
AT4G34180,0.0020723426569020376,0.12802084162831306,0.004797591202077456,0.014063599577639252,0.14616244682110846,0.009806403279071674,0.2997762728482485,0.3953004637733102,0.3953004637733102,Vacuole,0.848685085773468,unknown
AT5G48580,0.0011619857687463764,0.7662094756960869,0.00033636353668953234,0.0015452085084461942,0.21015247120521963,0.00588788100981219,0.014308580008218996,0.00039803209327260447,0.7662094756960869,ER,0.848685085773468,unknown
AT3G52930,0.8716219514608383,0.01389822996861767,7.387372789935398e-05,0.07447749056882458,0.005971511534880847,0.024675084510818124,0.006122130886069499,0.0031596586704836227,0.8716219514608383,Cytosol,0.848685085773468,Cytosol
AT1G49300,0.0003114306782663334,0.0027526286357897334,0.00022007958250469528,0.001628284166145022,0.011092383563209296,0.0006779353052479564,0.43711924366652966,0.5461980476975441,0.5461980476975441,Vacuole,0.848685085773468,unknown
AT3G03520,0.00019198877907911083,0.0014015761462360388,0.00039943598358149757,0.0007967174742589123,0.038574779906241474,0.00039477593941228406,0.006582992813491728,0.9516577571630478,0.9516577571630478,Vacuole,0.848685085773468,Vacuole
AT1G09630,0.03954799170605838,0.33651162032037973,0.005432287645817269,0.010025763825979084,0.0840000391472131,0.04473269102163613,0.4662882424890995,0.013461378868669271,0.4662882424890995,Ribosome,0.848685085773468,unknown
AT1G02130,0.005829470268508885,0.4384736195206642,0.015083629346918315,0.005148967007698957,0.2946204151958227,0.0119983013428282,0.19605687670991756,0.03278874580064439,0.4384736195206642,ER,0.848685085773468,unknown
AT4G34870,0.01566651789471507,0.06681500747799873,0.6009927019476891,0.05146894697099924,0.03322617104277015,0.20363519713282585,0.01631380256731063,0.011881635873578489,0.6009927019476891,Golgi,0.848685085773468,unknown
AT2G31610,0.0004649136744774296,0.004670293645176571,0.0005997866610414349,0.002696770157854189,0.023286291550903115,0.000775478310060862,0.8087124526500702,0.15879407239845023,0.8087124526500702,Ribosome,0.848685085773468,unknown
AT5G19770,0.0016257308761851164,0.08504589344374835,0.00467910759471124,0.002639438029291341,0.236957092769444,0.0022270587760431226,0.6394844697788358,0.02734121639514342,0.6394844697788358,Ribosome,0.848685085773468,unknown
AT1G56070,0.9716981798410416,0.0005771656506112777,2.1857314777662395e-05,0.004874920374277281,0.0019449620449449867,0.020500344806350768,0.00020175818190182326,0.0001808406723284861,0.9716981798410416,Cytosol,0.848685085773468,Cytosol
AT2G21660,0.8969692885875702,0.0035036695189774036,0.00022466877817350905,0.02913666481617838,0.008012780745048076,0.059549054596573114,0.0014915109059074894,0.0011123640142614022,0.8969692885875702,Cytosol,0.848685085773468,Cytosol
AT1G54270,0.5768273249268532,0.27862758227274753,9.610347433408606e-05,0.02162276294257026,0.020489146001636982,0.09259107010439038,0.008829674072330818,0.0009163454342342447,0.5768273249268532,Cytosol,0.848685085773468,unknown
AT2G24180,0.002825683885021135,0.2579144109040499,0.0021936235862085596,0.0023381167629850097,0.6730557829141617,0.003698265936691314,0.05439838534221053,0.003575717182684457,0.6730557829141617,PM,0.848685085773468,unknown
AT5G56030,0.8989118188619614,0.001274424430448562,0.00011525774607434869,0.007701725418883143,0.003305406411527656,0.08782086288556457,0.0003485394795461616,0.0005220392968112719,0.8989118188619614,Cytosol,0.848685085773468,Cytosol
