true_label,pred_label,pred_prob
Plasma membrane,Plasma membrane,0.9091893881559372
Plasma membrane,Plasma membrane,0.7045989474281669
Plasma membrane,ER,0.5221667513251305
Plasma membrane,Plasma membrane,0.9986378401517868
Plasma membrane,Plasma membrane,0.5748990271240473
Plasma membrane,Plasma membrane,0.9993289560079575
Plasma membrane,Plasma membrane,0.45346344634890556
Plasma membrane,Plasma membrane,0.9971962571144104
Plasma membrane,Plasma membrane,0.9985670298337936
Plasma membrane,Plasma membrane,0.5677714433986694
Plasma membrane,Plasma membrane,0.5660884380340576
Peroxisome,Peroxisome,0.6583095453679562
Peroxisome,Peroxisome,0.808302715420723
Peroxisome,ER,0.515474596992135
Nuclear pore complex,Nuclear pore complex,0.9159218966960907
Nuclear pore complex,Nuclear pore complex,0.9292911291122437
Nuclear pore complex,Nuclear pore complex,0.9120977520942688
Mitochondrion,Mitochondrion,0.9977142363786697
Mitochondrion,Mitochondrion,0.9088475108146667
Mitochondrion,Mitochondrion,0.9630190879106522
Mitochondrion,Mitochondrion,0.7675148695707321
Mitochondrion,Mitochondrion,0.7197232320904732
Mitochondrion,Mitochondrion,0.9800890386104584
Mitochondrion,Mitochondrion,0.9430068731307983
Mitochondrion,Mitochondrion,0.9368924051523209
Mitochondrion,Mitochondrion,0.5498035158962011
Mitochondrion,Mitochondrion,0.9432999789714813
Mitochondrion,Mitochondrion,0.9243761152029037
Mitochondrion,Mitochondrion,0.9982138723134995
Mitochondrion,Mitochondrion,0.999010369181633
Mitochondrion,Mitochondrion,0.7451637536287308
Mitochondrion,Mitochondrion,0.9986286908388138
Mitochondrion,Mitochondrion,0.9734898805618286
Mitochondrion,Mitochondrion,0.9405191391706467
Mitochondrion,Mitochondrion,0.88816799223423
Mitochondrion,Mitochondrion,0.9834238886833191
Mitochondrion,Mitochondrion,0.9543749541044235
Mitochondrion,Mitochondrion,0.9487407207489014
Mitochondrion,Mitochondrion,0.9802640974521637
Mitochondrion,Mitochondrion,0.8805325031280518
Mitochondrion,Mitochondrion,0.9147735834121704
Mitochondrion,Mitochondrion,0.8924886584281921
Mitochondrion,Mitochondrion,0.7654931470751762
Mitochondrion,Mitochondrion,0.9951097667217255
Mitochondrion,Mitochondrion,0.9959705024957657
Mitochondrion,Mitochondrion,0.9313568621873856
Mitochondrion,Mitochondrion,0.9763248562812805
Mitochondrion,Mitochondrion,0.965167373418808
Mitochondrion,Mitochondrion,0.9930528849363327
Lysosome,Lysosome,0.8487664014101028
Lysosome,Lysosome,0.9858711063861847
Lysosome,Lysosome,0.8197026550769806
Lysosome,Lysosome,0.9753464758396149
Lysosome,Lysosome,0.9679189771413803
Lysosome,Lysosome,0.9572256952524185
Lysosome,Lysosome,0.9808786660432816
Large Protein Complex,Large Protein Complex,0.9999570399522781
Large Protein Complex,Large Protein Complex,0.9743547290563583
Large Protein Complex,Large Protein Complex,0.9999895691871643
Large Protein Complex,Large Protein Complex,0.9461102932691574
Large Protein Complex,Large Protein Complex,0.9004416465759277
Large Protein Complex,Large Protein Complex,0.9975987523794174
Large Protein Complex,Large Protein Complex,0.9998667538166046
Large Protein Complex,Large Protein Complex,0.9999870657920837
Large Protein Complex,Large Protein Complex,0.9992814660072327
Large Protein Complex,Large Protein Complex,0.9999612122774124
Large Protein Complex,Large Protein Complex,0.9992248862981796
Large Protein Complex,Large Protein Complex,0.9957985728979111
Large Protein Complex,Large Protein Complex,0.9998860210180283
Large Protein Complex,Large Protein Complex,0.9994885623455048
Large Protein Complex,Large Protein Complex,0.9970949590206146
Large Protein Complex,Large Protein Complex,0.9984226524829865
Large Protein Complex,Large Protein Complex,0.9655052572488785
Large Protein Complex,Large Protein Complex,0.9995610266923904
Large Protein Complex,Large Protein Complex,0.8820429295301437
Large Protein Complex,Large Protein Complex,0.9998562186956406
Large Protein Complex,Large Protein Complex,0.9959802776575089
Large Protein Complex,Large Protein Complex,0.9963669925928116
Large Protein Complex,Large Protein Complex,0.9999947994947433
Large Protein Complex,Large Protein Complex,0.9976253658533096
Large Protein Complex,Large Protein Complex,0.9997218996286392
Large Protein Complex,Large Protein Complex,0.996755838394165
Large Protein Complex,Large Protein Complex,0.9986506253480911
Large Protein Complex,Large Protein Complex,0.9999935775995255
Large Protein Complex,Large Protein Complex,0.9903910309076309
Large Protein Complex,Large Protein Complex,0.9987459927797318
Large Protein Complex,Large Protein Complex,0.9973519444465637
Large Protein Complex,Large Protein Complex,0.9997986704111099
Large Protein Complex,Large Protein Complex,0.9998770654201508
Large Protein Complex,Large Protein Complex,0.9996968507766724
Large Protein Complex,Large Protein Complex,0.99850232899189
Large Protein Complex,Large Protein Complex,0.9977059960365295
Large Protein Complex,Large Protein Complex,0.9999139159917831
Large Protein Complex,Large Protein Complex,0.9996703267097473
