true_label,pred_label,pred_prob
Plasma Membrane,Plasma Membrane,0.761932983994484
Plasma Membrane,Plasma Membrane,0.5874955281615257
Plasma Membrane,Plasma Membrane,0.6312521249055862
Plasma Membrane,Plasma Membrane,0.7837422043085098
Plasma Membrane,Plasma Membrane,0.7104067355394363
Plasma Membrane,Plasma Membrane,0.6152136698365211
Plasma Membrane,Plasma Membrane,0.5568747669458389
Plasma Membrane,Plasma Membrane,0.7399550229310989
Plasma Membrane,Plasma Membrane,0.649369589984417
Plasma Membrane,"ER, Mitochondrion",0.43277937173843384
Plasma Membrane,Plasma Membrane,0.4826704412698746
Plasma Membrane,Mitochondria membrane,0.472305491566658
Plasma Membrane,Plasma Membrane,0.6382649391889572
Plasma Membrane,Plasma Membrane,0.7096559256315231
Plasma Membrane,Mitochondria membrane,0.3841179348528385
Plasma Membrane,Plasma Membrane,0.6656586080789566
Plasma Membrane,Plasma Membrane,0.5750201866030693
Plasma Membrane,Plasma Membrane,0.7520438581705093
Plasma Membrane,Plasma Membrane,0.6809449791908264
Plasma Membrane,Plasma Membrane,0.6671316921710968
Plasma Membrane,Plasma Membrane,0.6467391476035118
Plasma Membrane,Plasma Membrane,0.8035758584737778
Plasma Membrane,Plasma Membrane,0.6084441319108009
Plasma Membrane,Plasma Membrane,0.46431441605091095
Plasma Membrane,Plasma Membrane,0.7281040102243423
Plasma Membrane,Mitochondria membrane,0.8697346448898315
Plasma Membrane,"ER, peroxisome",0.42798756808042526
Plasma Membrane,Plasma Membrane,0.7264902293682098
Plasma Membrane,Mitochondria membrane,0.5651032850146294
Plasma Membrane,Plasma Membrane,0.6067638546228409
Plasma Membrane,"ER, peroxisome",0.5164562612771988
Plasma Membrane,Plasma Membrane,0.6299661174416542
Plasma Membrane,Plasma Membrane,0.5537355989217758
Plasma Membrane,Plasma Membrane,0.7328025698661804
Plasma Membrane,"ER, peroxisome",0.35447534173727036
Cytosol_4,Cytosol_4,0.5187045261263847
Cytosol_4,Cytosol_5,0.4485766552388668
Cytosol_4,Cytosol_3,0.40879008173942566
Cytosol_4,Cytosol_3,0.4531604200601578
Cytosol_4,Cytosol_5,0.3495272547006607
Cytosol_4,Cytosol_4,0.5306773111224174
Cytosol_4,Cytosol_4,0.5854928568005562
Cytosol_4,Cytosol_4,0.5013978481292725
Cytosol_4,Cytosol_4,0.6568224504590034
Cytosol_4,Cytosol_4,0.5522359684109688
Cytosol_4,Cytosol_5,0.45465051382780075
Cytosol_4,Cytosol_4,0.8014647662639618
Cytosol_4,Cytosol_4,0.5695453733205795
Cytosol_4,Cytosol_4,0.4816095679998398
Cytosol_4,Cytosol_3,0.48834485560655594
Cytosol_4,Cytosol_4,0.6442023068666458
Cytosol_4,Cytosol_3,0.5173571035265923
Cytosol_4,Cytosol_4,0.6132497936487198
Cytosol_4,Cytosol_4,0.3537403866648674
Cytosol_4,Cytosol_4,0.5532600060105324
Cytosol_4,Cytosol_3,0.6009821370244026
Cytosol_4,Cytosol_4,0.42479465901851654
Cytosol_4,Cytosol_4,0.812432125210762
Cytosol_4,Cytosol_5,0.5038056671619415
Cytosol_4,Cytosol_4,0.6512543857097626
Cytosol_4,Cytosol_4,0.6122631952166557
Cytosol_4,Cytosol_4,0.6859414651989937
Cytosol_4,Cytosol_4,0.6227100864052773
Cytosol_4,Cytosol_3,0.5492279231548309
Cytosol_4,Cytosol_4,0.5552561655640602
Cytosol_4,Cytosol_4,0.6232388392090797
Cytosol_4,Cytosol_3,0.45603758841753006
Cytosol_4,Cytosol_4,0.5325031280517578
Cytosol_4,Cytosol_4,0.5529611334204674
Cytosol_4,Cytosol_3,0.424056950956583
Cytosol_4,Cytosol_4,0.637249268591404
Cytosol_4,Cytosol_4,0.52088513225317
Cytosol_4,Cytosol_4,0.6961665451526642
Cytosol_4,Cytosol_4,0.6966103538870811
Cytosol_4,Cytosol_3,0.4642682895064354
Cytosol_4,Cytosol_4,0.476997934281826
Cytosol_4,Cytosol_4,0.6512369737029076
Cytosol_4,Cytosol_4,0.6449673697352409
Cytosol_3,Cytosol_1,0.5087710916996002
Cytosol_3,Cytosol_5,0.3834530785679817
Cytosol_3,Cytosol_4,0.4441976025700569
Cytosol_3,Cytosol_3,0.5572374910116196
Cytosol_3,Cytosol_3,0.40282725915312767
Cytosol_3,Cytosol_1,0.385297242552042
